canonical_type,suggested_canonical,changed_flag,object_types_list,objectType,physicalDescription
"buckle, knee; jewelry; accessories worn on the body; males","buckle, knee",True,"['buckle, knee; Jewelry; Accessories Worn on the Body; Male', 'buckle, knee']","{""Object Name"": ""buckle, knee"", ""Other Terms"": ""buckle, knee; Jewelry; Accessories Worn on the Body; Male""}","{""Physical Description"": ""metal (overall material)\nstone, paste (overall material)\nincised (overall style)""}"
"buckle, shoes","buckle, shoes",False,"['Buckle, Shoe', 'Buckle, Shoe; Jewelry; Accessories Worn on the Body; Male']","{""Object Name"": ""Buckle, Shoe"", ""Other Terms"": ""Buckle, Shoe; Jewelry; Accessories Worn on the Body; Male""}","{""Physical Description"": ""metal (overall material)""}"
buckles,buckles,False,"['Buckles; Male', 'Buckles']","{""Object Name"": ""Buckles"", ""Other Terms"": ""Buckles; Male""}",
"buckles, shoe, pair oves","buckles, shoe, pair oves",False,"['Buckles, Shoe, Pair of', 'Buckles, Shoe, Pair of; Jewelry; Accessories Worn on the Body; Male']","{""Object Name"": ""Buckles, Shoe, Pair of"", ""Other Terms"": ""Buckles, Shoe, Pair of; Jewelry; Accessories Worn on the Body; Male""}","{""Physical Description"": ""metal (?? material)""}"
building fragments,building fragments,False,['building fragment'],"{""Object Name"": ""building fragment""}","{""Physical Description"": ""wood (overall material)"", ""Measurements"": ""overall: 1/4 in x 1/4 in x 3/8 in; .635 cm x .635 cm x .9525 cm""}"
"bullet, molds","bullet, molds",False,"['Bullet, Mold']","{""Object Name"": ""Bullet, Mold""}","{""Physical Description"": ""metal (overall material)"", ""Measurements"": ""open: 38.5 cm; 15 3/16 in\nclosed: 20.5 cm x 4 cm x 2 cm; 8 1/16 in x 1 9/16 in x 13/16 in\noverall: 8 in x 1 5/8 in x 1 in; 20.32 cm x 4.1275 cm x 2.54 cm""}"
bumper stickers,bumper stickers,False,['Bumper Sticker'],"{""Object Name"": ""Bumper Sticker""}",
"burner, sulfurs","burner, sulfurs",False,"['burner, sulfur']","{""Object Name"": ""burner, sulfur""}","{""Physical Description"": ""iron (overall material)"", ""Measurements"": ""overall: 2 7/8 in x 6 1/4 in x 5 in; 7.3025 cm x 15.875 cm x 12.7 cm""}"
busks,busks,False,"['Busk', 'Busk; Upper Body; Underwear; Female']","{""Object Name"": ""Busk"", ""Other Terms"": ""Busk; Upper Body; Underwear; Female""}","{""Measurements"": ""overall: 14 5/16 in x 3 1/8 in; 36.35375 cm x 7.9375 cm""}"
busts,busts,False,['Busts'],"{""Object Name"": ""bust""}","{""Physical Description"": ""plaster (overall material)\nblack (overall color)"", ""Measurements"": ""overall: 25 in x 29 in x 12 in x 8 in; 63.5 cm x 73.66 cm x 30.48 cm x 20.32 cm""}"
"button, politcals","button, politcals",False,"['button, politcal']","{""Object Name"": ""button, politcal""}","{""Physical Description"": ""metal (overall material)\nwhite (overall color)"", ""Measurements"": ""overall: 2 1/4 in; 5.715 cm""}"
"button, politicals","button, politicals",False,"['button, political']","{""Object Name"": ""button, political""}","{""Physical Description"": ""metal (overall material)\nwhite; red (overall color)"", ""Measurements"": ""overall: 1 3/4 in; 4.445 cm""}"
buttons,buttons,False,['Button'],"{""Object Name"": ""Button""}","{""Physical Description"": ""copper (overall material)""}"
cabinets,cabinets,False,['Cabinets (case furniture)'],"{""Object Name"": ""Cabinet""}","{""Physical Description"": ""metal, brass (overall material)\nstone, marble (overall material)\nwood, rosewood (overall material)\ninlaid (overall production method/technique)\nwood, palisander (overall material)"", ""Measurements"": ""overall: 33 1/2 in x 43 in x 23 1/2 in; 85.09 cm x 109.22 cm x 59.69 cm\nmarble: 1 1/2 in x 43 in x 23 1/2 in; 3.81 cm x 109.22 cm x 59.69 cm""}"
"caddy, teas","caddy, teas",False,"['caddy, tea']","{""Object Name"": ""caddy, tea""}","{""Physical Description"": ""blue (inscription text color)\nmonochrome, blue (component surface decoration color name)\nmonochrome, blue (overall surface decoration color name)\nceramic, porcelain, soft-paste (overall material)\ngilt (overall production method/technique)"", ""Measurements"": ""overall: 4 11/16 in x 3 3/16 in; 11.90625 cm x 8.09625 cm""}"
calashes,calashes,False,"['Calash', 'Calash; Headwear; Accessories Worn on the Body; Female']","{""Object Name"": ""Calash"", ""Other Terms"": ""Calash; Headwear; Accessories Worn on the Body; Female""}",
calendar medals,calendar medals,False,['calendar medal'],"{""Object Name"": ""calendar medal""}","{""Physical Description"": ""copper (overall material)"", ""Measurements"": ""overall: .2 cm x 3.6 cm x 3.6 cm; 3/32 in x 1 13/32 in x 1 13/32 in""}"
"calipers, linear, set oves","calipers, linear, set oves",False,"['Calipers, Linear, Set of', 'Calipers, Venier combined with Depth Gage']","{""Object Name"": ""Calipers, Linear, Set of\nCalipers, Venier combined with Depth Gage""}","{""Measurements"": ""overall - from catalog card: 2 1/2 in x 7 1/4 in; x 6.35 cm x 18.415 cm\noverall: 9 1/4 in x 2 1/2 in x 1/4 in; 23.495 cm x 6.35 cm x .635 cm""}"
camera lucidas,camera lucidas,False,['Camera Lucida'],"{""Object Name"": ""Camera Lucida""}","{""Physical Description"": ""brass (overall material)\nleather (overall material)"", ""Measurements"": ""overall: 9 1/4 in x 2 5/32 in x 1 1/4 in; 23.495 cm x 5.461 cm x 3.175 cm\noverall: 1 1/4 in x 9 1/4 in x 2 1/8 in; 3.175 cm x 23.495 cm x 5.3975 cm""}"
candleholders,candleholders,False,"['Lighting Devices', 'chandelier, candle', 'Candleholder; Lighting Devices; Socket; Ceiling; Hanging; Chandelier', 'Candleholders']","{""Object Name"": ""chandelier, candle"", ""Object Type"": ""Lighting Devices\nCandleholders\nLighting Devices"", ""Other Terms"": ""Candleholder; Lighting Devices; Socket; Ceiling; Hanging; Chandelier""}","{""Physical Description"": ""metal, tin (overall material)\nmetal, steel (overall material)\nwood (overall material)"", ""Measurements"": ""overall: 26 1/4 in x 30 5/8 in x 28 1/2 in; 66.675 cm x 77.7875 cm x 72.39 cm""}"
candles,candleholders,True,['Candles'],"{""Object Name"": ""Candlestick""}","{""Physical Description"": ""green, light (foot color)\ngreen, light (stem color)\nglass, transparent (foot material)\nglass, transparent (stem material)""}"
canes,canes,False,['Cane (plant material)'],"{""Object Name"": ""cane""}","{""Physical Description"": ""gold (head material)\ngold (label material)\nwood (walking stick material)"", ""Measurements"": ""overall: 46 1/2 in x 1 3/8 in; 118.11 cm x 3.4925 cm""}"
"canister, teas","canister, teas",False,"['canister, tea', 'Canisters']","{""Object Name"": ""canister\ncanister, tea""}","{""Physical Description"": ""iron (overall material)\ntin (overall material)\npaint (exterior decoration material)\ntea (contents material)"", ""Measurements"": ""overall: 4 3/8 in x 3 3/8 in x 2 3/8 in; 11.1125 cm x 8.5725 cm x 6.0325 cm""}"
"cannon, revolutionary wars","cannon, revolutionary wars",False,"['cannon, Revolutionary War']","{""Object Name"": ""cannon, Revolutionary War""}",
cannons,cannons,False,"['Cannons (artillery)', 'Cannon; Firearms; H; 3.50 In; Smooth Bore; Muzzle Load; Sa']","{""Object Name"": ""Cannon"", ""Other Terms"": ""Cannon; Firearms; H; 3.50 In; Smooth Bore; Muzzle Load; Sa""}","{""Measurements"": ""barrel: 37 in x 7 5/16 in; 93.98 cm x 18.57375 cm""}"
canns,canns,False,['cann'],"{""Object Name"": ""cann""}","{""Physical Description"": ""silver (overall material)"", ""Measurements"": ""overall: 5 1/8 in x 5 in x 3 1/4 in; 13.0175 cm x 12.7 cm x 8.255 cm""}"
canteens,canteens,False,['Canteens (vessels)'],"{""Object Name"": ""canteen""}","{""Measurements"": ""overall: 7 1/4 in x 7 1/4 in x 3 1/2 in; 18.415 cm x 18.415 cm x 8.89 cm""}"
"cap, miters","cap, miters",False,"['cap, miter', 'Cap; cap, mitre; Man; M, Newport Light Infantry', 'Mitres']","{""Object Name"": ""cap, miter\ncap, mitre"", ""Other Terms"": ""Cap; cap, mitre; Man; M, Newport Light Infantry""}","{""Physical Description"": ""leather (overall material)\npaint (overall material)"", ""Measurements"": ""overall: 10 in x 8 1/4 in x 8 1/4 in; 25.4 cm x 20.955 cm x 20.955 cm""}"
capes,capes,False,['Capes'],"{""Object Name"": ""Capes""}","{""Physical Description"": ""oil cloth (overall material)\npaint (overall material)""}"
caps,caps,False,"['Caps (headgear)', 'Cap; Man']","{""Object Name"": ""Cap"", ""Other Terms"": ""Cap; Man""}","{""Physical Description"": ""wool (overall material)"", ""Measurements"": ""overall (boxed): 11 1/2 in x 11 1/2 in x 11 1/2 in; 29.21 cm x 29.21 cm x 29.21 cm""}"
carbines,carbines,False,"['carbine, flintlock', 'carbine; Firearms; Flintlock; .60 In; Rifled; Muzzle Load; Sa', 'Carbines']","{""Object Name"": ""carbine\ncarbine, flintlock"", ""Other Terms"": ""carbine; Firearms; Flintlock; .60 In; Rifled; Muzzle Load; Sa""}","{""Measurements"": ""overall: 6 in x 41 in x 3 in; 15.24 cm x 104.14 cm x 7.62 cm\noverall, carbine with sling: 40 1/2 in x 6 1/8 in; 102.87 cm x 15.5575 cm""}"
"card, playings","card, playings",False,"['Card, Playing']","{""Object Name"": ""Card, Playing""}","{""Physical Description"": ""ink (overall material)\npaper (overall material)"", ""Measurements"": ""overall: 3 5/8 in x 2 1/2 in; 9.2075 cm x 6.35 cm""}"
"card, prayers","card, prayers",False,"['Card, Prayer']","{""Object Name"": ""Card, Prayer""}","{""Physical Description"": ""paper (overall material)\nink (overall material)"", ""Measurements"": ""overall: 7.9 cm x 4.9 cm; 3 1/8 in x 1 15/16 in""}"
"carder, hands","carder, hands",False,"['carder, hand']","{""Object Name"": ""carder, hand""}","{""Physical Description"": ""beech (board; handle material)\nleather (carding cloth; tacking strips material)\nwire, steel (teeth material)"", ""Measurements"": ""overall: 1 7/8 in x 9 3/4 in x 10 in; 4.7625 cm x 24.765 cm x 25.4 cm""}"
"carding machine, parts","carding machine, parts",False,"['Carding Machine, Part']","{""Object Name"": ""Carding Machine, Part""}","{""Measurements"": ""overall: 59 in x 97 in x 48 in; 149.86 cm x 246.38 cm x 121.92 cm""}"
"carding machine, wool, scholfields","carding machine, wool, scholfields",False,"['Carding Machine, Wool, Scholfield', 'wool-carding machine']","{""Object Name"": ""Carding Machine, Wool, Scholfield\nwool-carding machine""}",
cards,cards,False,['Cards (information artifacts)'],"{""Object Name"": ""card""}","{""Physical Description"": ""paper (overall material)"", ""Measurements"": ""overall: 3 1/2 in x 5 1/2 in; 8.89 cm x 13.97 cm""}"
carpet segments,carpet segments,False,['Carpet Segment'],"{""Object Name"": ""Carpet Segment""}","{""Physical Description"": ""plastic (overall material)""}"
"carpet, fragments","carpet, fragments",False,"['carpet, fragment', 'Picture, Woven']","{""Object Name"": ""Picture, Woven\ncarpet, fragment""}","{""Physical Description"": ""jacquard woven (overall production method/technique)"", ""Measurements"": ""overall: 82 in x 35 in; 208.28 cm x 88.9 cm""}"
"carpet, ingrains","carpet, ingrains",False,"['carpet, ingrain', 'Carpets', 'carpet, ingrain, length']","{""Object Name"": ""Carpet\ncarpet, ingrain\ncarpet, ingrain, length""}","{""Measurements"": ""overall: 72 in x 35 in; 182.88 cm x 88.9 cm""}"
"carriage, 1810s","carriage, 1810s",False,"['Carriage, 1810', 'Carriage, 1810; Road; Coachee', 'shaft, Coachee']","{""Object Name"": ""Carriage, 1810\nshaft, Coachee"", ""Other Terms"": ""Carriage, 1810; Road; Coachee""}","{""Measurements"": ""overall: 7 9/16 ft x 6 5/16 ft x 9 3/4 ft; 2.3113 m x 1.93039 m x 2.9718 m""}"
cases,cases,False,['Cases (containers)'],"{""Object Name"": ""case""}","{""Physical Description"": ""wood (overall material)\nfelt (overall material)\nmetal (overall material)"", ""Measurements"": ""overall: 50 3/8 in x 19 5/8 in x 12 1/8 in; 127.9525 cm x 49.8475 cm x 30.7975 cm""}"
"casing; ammunition, artillery; center fire; 25 mms",casing,True,"['Casing; Ammunition, Artillery; Center Fire; 25 Mm', 'Casing']","{""Object Name"": ""Casing"", ""Other Terms"": ""Casing; Ammunition, Artillery; Center Fire; 25 Mm""}","{""Physical Description"": ""metal (overall material)""}"
casters,casters,False,['Casters (vessels)'],"{""Object Name"": ""caster""}","{""Physical Description"": ""pewter (overall material)"", ""Measurements"": ""overall: 4 1/4 in x 2 1/8 in; 10.795 cm x 5.3975 cm""}"
"ceiling ornament, churches","ceiling ornament, churches",False,"['Ceiling Ornament, Church']","{""Object Name"": ""Ceiling Ornament, Church""}","{""Physical Description"": ""paint (overall material)\nwood (overall material)"", ""Measurements"": ""overall: 50 in x 39 in; 127 cm x 99.00006 cm""}"
celestial globes,celestial globes,False,['celestial globe'],"{""Object Name"": ""celestial globe""}","{""Physical Description"": ""mahogany (overall material)\npaper (overall material)\nbrass (overall material)"", ""Measurements"": ""average spatial: 45.5 cm; 17 29/32 in\noverall: 34 in x 34 in x 52 in; 86.36 cm x 86.36 cm x 132.08 cm""}"
cellos,cellos,False,['cello'],"{""Object Name"": ""cello""}","{""Physical Description"": ""pine (overall material)"", ""Measurements"": ""overall: 7 in x 14 1/4 in x 40 7/8 in; 17.78 cm x 36.195 cm x 103.8225 cm""}"
ceramic jars,ceramic jars,False,"['Ceramic Jar', 'jar, olive, ceramic']","{""Object Name"": ""Ceramic Jar\njar, olive, ceramic""}","{""Measurements"": ""overall: 75 cm x 58 cm; 29 1/2 in x 22 13/16 in""}"
"certificate, discharges","certificate, discharges",False,"['Certificate, Discharge']","{""Object Name"": ""Certificate, Discharge""}","{""Measurements"": ""overall: 13 in x 8 1/2 in; 33.02 cm x 21.59 cm""}"
"certificate, naturalizations","certificate, naturalizations",False,"['certificate, naturalization']","{""Object Name"": ""certificate, naturalization""}","{""Physical Description"": ""cloth (overall material)\nink (overall material)\npaper (overall material)\nskin, parchment (overall material)"", ""Measurements"": ""overall: 6 1/2 in x 12 7/8 in; 16.51 cm x 32.7025 cm""}"
certificates,certificates,False,"['Certificates', 'Certificate; Signature']","{""Object Name"": ""Certificate"", ""Other Terms"": ""Certificate; Signature""}","{""Physical Description"": ""paper (overall material)"", ""Measurements"": ""overall: 9.5 cm x 19.9 cm x .01 cm; 3 3/4 in x 7 27/32 in x in""}"
chairs,chairs,False,"['chair, side', 'Pa side chair', 'Chairs (furniture forms)']","{""Object Name"": ""Chair\nchair, side\nPa side chair""}","{""Physical Description"": ""walnut (overall material)""}"
chalices,chalices,False,['Chalices'],"{""Object Name"": ""chalice""}","{""Physical Description"": ""pewter (overall material)"", ""Measurements"": ""overall: 8 1/2 in x 4 1/8 in; 21.59 cm x 10.4775 cm""}"
chamberpots,chamberpots,False,['chamberpot'],"{""Object Name"": ""chamberpot""}","{""Physical Description"": ""ceramic, stoneware, coarse (overall material)"", ""Measurements"": ""overall: 16.5 cm x 20 cm; 6 1/2 in x 7 7/8 in""}"
"check, cashier's","check, cashier's",False,"[""check, cashier's""]","{""Object Name"": ""check, cashier's""}","{""Measurements"": ""overall: 4 in x 6 in; 10.16 cm x 15.24 cm""}"
checks,checks,False,['Check'],"{""Object Name"": ""Check""}","{""Physical Description"": ""paper (overall material)""}"
chemical furnaces,chemical furnaces,False,['chemical furnace'],"{""Object Name"": ""chemical furnace""}","{""Measurements"": ""with stack: 56 in x 10 1/2 in; 142.24 cm x 26.67 cm""}"
"chemise, shifts","chemise, shifts",False,"['Chemise, Shift', 'Chemise, Shift; Entire Body; Underwear; Female']","{""Object Name"": ""Chemise, Shift"", ""Other Terms"": ""Chemise, Shift; Entire Body; Underwear; Female""}","{""Physical Description"": ""linen (overall material)\ncotton (overall material)""}"
chemises,chemises,False,"['Chemise; Entire Body; Underwear; Female', 'Chemise']","{""Object Name"": ""Chemise"", ""Other Terms"": ""Chemise; Entire Body; Underwear; Female""}","{""Physical Description"": ""linen (overall material)""}"
"chemistry set, portables",tables,True,"['chemistry set, portable']","{""Object Name"": ""chemistry set, portable""}","{""Measurements"": ""chest: 21.5 cm x 25 cm x 30.5 cm; 8 7/16 in x 9 13/16 in x 12 in\noverall: 8 3/8 in x 11 7/8 in x 9 1/2 in; 21.2725 cm x 30.1625 cm x 24.13 cm""}"
chess sets,chess sets,False,['Chess Sets'],"{""Object Name"": ""Chess Set""}","{""Physical Description"": ""wood (overall material)\nivory (overall material)""}"
"chest, blankets","chest, blankets",False,"['Chest, Blanket']","{""Object Name"": ""Chest, Blanket""}","{""Physical Description"": ""metal, iron (overall material)\npaint (overall material)\nwood (overall material)"", ""Measurements"": ""overall: 59 cm x 132 cm x 59 cm; 23 1/4 in x 51 15/16 in x 23 1/4 in""}"
chests,chests,False,"['Chest; Furniture', 'Chests']","{""Object Name"": ""Chest"", ""Other Terms"": ""Chest; Furniture""}","{""Physical Description"": ""paint (overall material)\nwood (overall material)"", ""Measurements"": ""overall: 23 1/4 in x 22 1/2 in x 47 3/8 in; 59.055 cm x 57.15 cm x 120.3325 cm""}"
chronometers,chronometers,False,"['chronometer', 'Pocket chronometer movement & dial; chronometer; Mechanical, Spring-Driven; English chronometer movement']","{""Object Name"": ""chronometer"", ""Other Terms"": ""Pocket chronometer movement & dial; chronometer; Mechanical, Spring-Driven; English chronometer movement""}","{""Physical Description"": ""metal, \""brass\"" (overall material)\ngilded (overall production method/technique)"", ""Measurements"": ""overall: 3/4 in x 2 5/8 in; x 1.905 cm x 6.6675 cm""}"
churns,churns,False,['Churns'],"{""Object Name"": ""churn""}",
cigarette boxes,boxes,True,['Cigarette Boxes'],"{""Object Name"": ""Cigarette Box""}","{""Measurements"": ""overall: 8.3 cm x 5.1 cm x 2.2 cm; 3 1/4 in x 2 in x 7/8 in""}"
circulars,circulars,False,['circular'],"{""Object Name"": ""circular""}",
clarinets,clarinets,False,['Clarinets'],"{""Object Name"": ""clarinet""}","{""Physical Description"": ""boxwood (overall material)\nivory (overall material)\nbrass (overall material)"", ""Measurements"": ""overall: 14 cm x 83 cm x 17.6 cm; x 5 1/2 in x 32 11/16 in x 6 15/16 in\nmouthpiece: 3 15/16 in x 1 in; 10.00125 cm x 2.54 cm\nbarrel: 3 in x 7 in x 1 3/4 in; 7.62 cm x 17.78 cm x 4.445 cm\nupper joint: 10 1/2 in x 1 7/8 in x 2 7/16 in; 26.67 cm x 4.7625 cm x 6.19125 cm\nlower joint: 16 7/8 in x 2 1/2 in x 2 5/8 in; 42.8625 cm x 6.35 cm x 6.6675 cm\nbell: 17 5/8 in x 5 7/16 in; 44.7675 cm x 13.81125 cm""}"
